image,quality_score,quality_score,caption,modifier,similarity_score,similarity_sentence,ImageReward_score,,align_score,prompt
709.png,57.7,57.7,a piano with a piano keys on top of it,0.13736,0.6868,a piano with a piano ,0.298286557,,63.992,two pianos next to each other
710.png,51.498,51.498,a piano that is sitting on top of a table,0.048220952,0.6329,a piano ,-0.41048184,,47.303,two pianos next to each other
711.png,60.689,60.689,a piano sitting on top of a wooden table,0.047512381,0.6236,a piano ,1.386539221,,62.271,two pianos next to each other
712.png,58.573,58.573,a yellow tennis ball sitting on top of a blue tennis court,0.111891692,0.7576,a yellow tennis ,1.436929345,,45.836,a tennis court with three yellow cones on it
713.png,53.287,53.287,a yellow tennis racket sitting on top of a yellow tennis court,0.519498,0.7657,a yellow tennis racket sitting on top of a yellow tennis court ,1.319076777,,55.85,a tennis court with three yellow cones on it
714.png,55.651,55.651,a yellow tennis ball sitting on top of a tennis court,0.111980308,0.7582,a yellow tennis ,1.484909177,,55.895,a tennis court with three yellow cones on it
715.png,53.365,53.365,a row of yellow cones sitting on top of a tennis court,0.531046154,0.7845,a row of yellow cones sitting on top of a tennis court ,1.617743373,,43.362,a tennis court with three yellow cones on it
716.png,44.396,44.396,a large group of dogs on a city street,0.28019451,0.5582,a large group of dogs on a city ,1.101551771,,41.605,Times Square with thousands of dogs running around
717.png,57.313,57.313,a large group of dogs running around in a crowd,0.483031373,0.6658,a large group of dogs running around ,1.508707523,,51.142,Times Square with thousands of dogs running around
718.png,50.802,50.802,a large group of dogs on a city street,0.245170196,0.5582,a large group of dogs on a city ,0.993905842,,52.454,Times Square with thousands of dogs running around
719.png,56.582,56.582,a large group of dogs on a city street,0.210145882,0.5582,a large group of dogs on a city ,0.804779828,,53.248,Times Square with thousands of dogs running around
720.png,60.103,60.103,a zebra standing next to a giraffe in a field,0.434275385,0.8182,a zebra standing next to a giraffe in a field ,1.201812983,,56.097,view of a giraffe and a zebra in the middle of a field
721.png,63.565,63.565,a giraffe and a zebra in a grassy field,0.532861538,0.8659,a giraffe and a zebra in a grassy field ,1.377863288,,59.362,view of a giraffe and a zebra in the middle of a field
722.png,58.705,58.705,giraffes and zebras in a grassy field,0.366115385,0.835,giraffes and zebras in a grassy field ,0.896752775,,60.944,view of a giraffe and a zebra in the middle of a field
723.png,58.726,58.726,a zebra standing on top of a lush green field,0.341656154,0.6437,a zebra standing on top of a lush green field ,1.333595037,,58.347,view of a giraffe and a zebra in the middle of a field
724.png,64.233,64.233,a man and a woman standing next to each other,0.158244545,0.6447,a man and a woman ,1.421120167,,62.977,two people facing each other
725.png,60.773,60.773,two men standing next to each other,0.23274,0.4741,two men standing next to each other ,1.367342114,,61.543,two people facing each other
726.png,53.512,53.512,a man and a woman standing next to a fence,0.434110909,0.6453,a man and a woman standing next to a ,0.6632213,,59.007,two people facing each other
727.png,56.982,56.982,two women standing next to each other,0.231368182,0.4465,two women standing next to each other ,1.194313765,,60.102,two people facing each other
728.png,58.518,58.518,a truck filled with boxes filled with food,0.195028364,0.6876,a truck filled with boxes ,1.696336269,,58.501,an overhead view of a pickup truck with boxes in its flatbed
729.png,60.989,60.989,a white pick up truck parked on the side of a road,0.128592,0.5358,a white pick up truck ,1.559889793,,64.008,an overhead view of a pickup truck with boxes in its flatbed
730.png,60.88,60.88,the back of a pick up truck filled with boxes,0.335365091,0.6683,the back of a pick up truck filled with boxes ,1.143476486,,56.551,an overhead view of a pickup truck with boxes in its flatbed
731.png,56.832,56.832,the back of a blue truck with a box on top of it,0.278365091,0.7088,the back of a blue truck with a box ,1.354212761,,55.799,an overhead view of a pickup truck with boxes in its flatbed
732.png,58.549,58.549,a clock on the side of a building,0.2432496,0.5962,a clock on the side of a building ,-0.141443461,,61.56,view of a clock tower from above
733.png,54.958,54.958,a clock on the side of a building,0.2432496,0.5962,a clock on the side of a building ,0.492511213,,58.547,view of a clock tower from above
734.png,56.673,56.673,a clock tower with a clock on top of it,0.3541344,0.7976,a clock tower with a clock on top of ,1.039565086,,58.175,view of a clock tower from above
735.png,51.73,51.73,a clock on the side of a building,0.2432496,0.5962,a clock on the side of a building ,0.794778228,,52.825,view of a clock tower from above
736.png,59.882,59.882,a wooden table with a stuffed animal on top of it,0.0470925,0.4186,a wooden ,0.668456435,,55.507,a cross-section view of a walnut
737.png,55.604,55.604,a piece of fruit sitting on top of a table,0.18315,0.297,a piece of fruit sitting on top of a ,0.927615166,,56.162,a cross-section view of a walnut
738.png,59.901,59.901,a piece of bread is sitting on top of a table,0.0262,0.262,a piece ,0.690386415,,55.932,a cross-section view of a walnut
739.png,62.914,62.914,a wooden bowl with some food inside of it,0.0426825,0.3794,a wooden ,-0.254432887,,57.649,a cross-section view of a walnut
740.png,67.796,67.796,a glass of orange juice sitting on top of a table,0.153262703,0.3938,a glass of orange juice ,0.2165557,,63.492,a close-up of an old-fashioned cocktail
741.png,51.322,51.322,a glass of orange juice sitting on top of a table,0.153262703,0.3938,a glass of orange juice ,0.613972306,,51.353,a close-up of an old-fashioned cocktail
742.png,55.606,55.606,a glass of water with a flower inside of it,0.235868108,0.3519,a glass of water with a flower ,0.903659999,,56.642,a close-up of an old-fashioned cocktail
743.png,55.237,55.237,a glass of orange juice sitting on top of a table,0.153262703,0.3938,a glass of orange juice ,-0.366225868,,53.139,a close-up of an old-fashioned cocktail
744.png,55.681,55.681,a statue of a man kicking a soccer ball in a parking lot,0.048468,0.3462,a statue of a ,0.690755606,,53.92,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
745.png,61.991,61.991,a statue of a man on a motorcycle,0.048468,0.3462,a statue of a ,1.143635869,,50.733,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
746.png,47.269,47.269,a statue of a man holding a skateboard,0.048468,0.3462,a statue of a ,0.261058718,,42.053,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
747.png,57.287,57.287,a car that has some graffiti on the side of it,0.09028,0.4514,a car that has some ,1.39036417,,55.77,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
748.png,61.288,61.288,a table with chairs and a table cloth,0.137799184,0.4689,a table with chairs and ,0.317684144,,54.77,an aerial view of a dining room
749.png,64.413,64.413,a living room filled with lots of furniture,0.074262857,0.4332,a living room ,1.31231761,,66.119,an aerial view of a dining room
750.png,65.644,65.644,a white table topped with white plates and chairs,0.066445714,0.3876,a white table ,1.226424098,,62.751,an aerial view of a dining room
751.png,57.823,57.823,a living room filled with furniture and a table,0.370364082,0.4726,a living room filled with furniture and a table ,1.46279037,,65.748,an aerial view of a dining room
752.png,61.239,61.239,a beach scene with rocks and a body of water,0.086784444,0.5579,a beach scene ,1.644735575,,60.89,an aerial photo of a sandy island in the ocean
753.png,60.67,60.67,an aerial view of a large body of water,0.326992593,0.5518,an aerial view of a large body of water ,0.591395557,,62.502,an aerial photo of a sandy island in the ocean
754.png,64.301,64.301,a large body of water with mountains,0.143231111,0.3484,a large body of water with mountains ,1.527214408,,64.177,an aerial photo of a sandy island in the ocean
755.png,52.567,52.567,an ocean view of a beach with the sun shining on it,0.218033333,0.6541,an ocean view of a beach with ,1.416915536,,53.265,an aerial photo of a sandy island in the ocean
756.png,62.046,62.046,a scenic view of a mountain range with mountains,0.078570909,0.5084,a scenic view of ,1.159368873,,60.345,an aerial view of the Great Wall
757.png,53.228,53.228,a mountain range with mountains and mountains,0.02641,0.2641,a mountain ,1.145900369,,63.019,an aerial view of the Great Wall
758.png,55.238,55.238,a train crossing a bridge over a river,0.03567,0.1189,a train crossing a bridge over a ,1.124099016,,57.914,an aerial view of the Great Wall
759.png,59.789,59.789,a road that has a bunch of hills on it,0.061789091,0.1888,a road that has a bunch of hills on ,1.297121525,,58.438,an aerial view of the Great Wall
760.png,44.98,44.98,a painting of a cat and a bird on the ground,0.144802979,0.3659,a painting of a cat and a bird ,1.81052506,,62.012,A bird gives an apple to a squirrel
761.png,54.743,54.743,a painting of a person holding an orange bird,0.110517447,0.1882,a painting of a person holding an orange bird ,-0.240800887,,37.343,A bird gives an apple to a squirrel
762.png,52.476,52.476,a dog standing next to a bird on a field,0.178455319,0.3994,a dog standing next to a bird on a ,-0.404686421,,42.881,A bird gives an apple to a squirrel
763.png,51.701,51.701,a painting of a person holding a kite,0.059425532,0.1225,a painting of a person holding a kite ,-0.94811064,,50.969,A bird gives an apple to a squirrel
764.png,60.661,60.661,a classroom filled with lots of desks and chairs,0.118674,0.6593,a classroom ,0.588834286,,60.149,a classroom without any students
765.png,54.101,54.101,a classroom filled with desks and chairs,0.19779,0.6593,a classroom ,0.395600855,,56.24,a classroom without any students
766.png,56.227,56.227,a classroom filled with lots of desks and chairs,0.118674,0.6593,a classroom ,0.871103823,,56.57,a classroom without any students
767.png,58.791,58.791,a classroom filled with lots of desks and chairs,0.118674,0.6593,a classroom ,0.708288848,,60.245,a classroom without any students
768.png,55.832,55.832,a car with the door open on the side of it,0.093354894,0.6648,a car with ,0.741481423,,54.011,a car with no windows
769.png,43.778,43.778,a white car with the door open,0.146106383,0.545,a white car with the ,-0.518528581,,43.175,a car with no windows
770.png,52.879,52.879,a rear view mirror of a car,0.134221277,0.3755,a rear view mirror of a car ,0.128090054,,57.381,a car with no windows
771.png,46.982,46.982,a vintage car with the hood open,0.146749787,0.4998,a vintage car with the ,-0.617973804,,43.379,a car with no windows
772.png,66.285,66.285,a room with a wooden floor and a wooden cabinet,0.05716,0.4287,a room with ,0.408504874,,61.16,a closet without clothes
773.png,51.134,51.134,a shelf with a bunch of books on it,0.039146667,0.4404,a shelf ,0.340849519,,52.719,a closet without clothes
774.png,52.829,52.829,a room with a bunch of shelves and shelves,0.169477778,0.4358,a room with a bunch of shelves and ,-0.099091485,,51.67,a closet without clothes
775.png,59.514,59.514,a room with a white cabinet and a white door,0.05716,0.4287,a room with ,0.120587647,,64.227,a closet without clothes
776.png,59.135,59.135,a peeled banana sitting on top of a white surface,0.152513208,0.842,a peeled banana ,-0.205295697,,48.91,a banana without its peel
777.png,59.009,59.009,a banana sitting on top of a white surface,0.072798113,0.7145,a banana ,-0.613336146,,47.994,a banana without its peel
778.png,63.984,63.984,a banana sitting on top of a white surface,0.072798113,0.7145,a banana ,0.21332556,,53.792,a banana without its peel
779.png,55.206,55.206,a peeled banana sitting on top of a white surface,0.152513208,0.842,a peeled banana ,-0.205295697,,42.964,a banana without its peel
