image,align_score,prompt,caption,quality_score,similarity_score,similarity_sentence,ImageReward_score,modifier,TOPIQ_score,Unnamed: 10,TOPIQ_score_bare
648.png,52.955,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a green and yellow fire hydrant with a cartoon character on it,55.518,0.3528,a green and yellow fire hydrant with a cartoon ,1.11505568,0.21168,0.567391336,,0.6981785893440247
649.png,51.499,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a colorful kite that is in the shape of a clock,54.032,0.462,a colorful kite that ,0.112626642,0.462,0.606265426,,0.6851162314414978
650.png,44.688,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a painting of a person holding a colorful kite,55.938,0.3243,a painting of a person holding a colorful kite ,-1.212827325,0.19457999999999998,0.623924792,,0.6878628134727478
651.png,50.705,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a painting of a person holding a colorful kite,57.001,0.3243,a painting of a person holding a colorful kite ,1.030820966,0.19457999999999998,0.611474633,,0.7025442123413086
652.png,52.464,A sign that says Deep Learning,a black and white street sign on a pole,62.807,0.3157,a black and white street sign ,-1.456826448,0.18941999999999998,0.638527036,,0.5646137595176697
653.png,52.828,A sign that says Deep Learning,a blue and white street sign sitting on top of a pole,57.104,0.2137,a blue and white street sign sitting on top ,1.365002632,0.12822,0.598084033,,0.7093204855918884
654.png,48.795,A sign that says Deep Learning,a sign on a pole in front of a tree,60.98,0.4125,a sign ,-0.69412744,0.24749999999999997,0.689572275,,0.6754088997840881
655.png,47.332,A sign that says Deep Learning,a street sign on a pole in front of a blue sky,55.337,0.2933,a street sign ,-0.282787889,0.17598,0.649375796,,0.7405967116355896
656.png,48.364,the word 'APPLE' on an apple,a red apple sitting on top of a green apple,51.773,0.6133,a red apple ,1.910791993,0.42930999999999997,0.5651052,,0.4627686738967895
657.png,45.113,the word 'APPLE' on an apple,a red apple sitting on top of a red apple,49.519,0.615,a red apple ,1.825617552,0.492,0.562927127,,0.4996812641620636
658.png,63.726,the word 'APPLE' on an apple,a yellow apple sitting on top of a green apple,56.617,0.5664,a yellow apple ,1.552452445,0.33984,0.59957993,,0.4552668631076813
659.png,50.591,the word 'APPLE' on an apple,a red apple sitting on top of a green apple,57.518,0.6133,a red apple ,1.896534204,0.36798,0.634458005,,0.6272512674331665
660.png,49.697,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two cupcakes sitting on top of a wooden table,53.714,0.3883,two cupcakes ,1.235870957,0.23297999999999996,0.632593215,,0.6053525805473328
661.png,45.704,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",a cup of coffee and a toothbrush on a table,56.024,0.6489,a cup of coffee and ,1.172505975,0.38934,0.658776939,,0.5542051196098328
662.png,47.192,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two cups of coffee on a table,57.297,0.6971,two cups of coffee ,0.896152973,0.48797,0.590365827,,0.5680102705955505
663.png,49.531,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two cupcakes sitting on top of a table,61.513,0.3883,two cupcakes ,0.819231749,0.23297999999999996,0.642137051,,0.5298693180084229
664.png,56.291,the word 'START',a sign that is on the side of a building,52.575,0.185,a sign that is on ,0.958021879,0.111,0.643817902,,0.5545954704284668
665.png,68.082,the word 'START',a black and white sign on a black and white sign,60.006,0.1657,a black and white sign on ,1.243026137,0.09942,0.584043264,,0.4595028460025787
666.png,56.507,the word 'START',a black and white street sign sitting on the side of a road,61.518,0.1335,a black and white street ,1.204817653,0.0801,0.637552023,,0.5308055281639099
667.png,52.032,the word 'START',a neon sign with a black and white background,52.112,0.147,a neon ,1.066694617,0.08819999999999999,0.572039187,,0.5621011853218079
668.png,52.968,"a yellow wall with 'Hello, world.' written on it",a yellow sign on the side of a building,53.09,0.5853,a yellow sign on the ,1.764297366,0.35118,0.537857771,,0.5517509579658508
669.png,47.132,"a yellow wall with 'Hello, world.' written on it",a yellow sign on a yellow wall,55.318,0.627,a yellow sign on a yellow wall ,1.257894039,0.3762,0.557473183,,0.6331322193145752
670.png,48.281,"a yellow wall with 'Hello, world.' written on it",a sign on a building,51.874,0.3757,a sign on a building ,0.696150184,0.22541999999999998,0.559527755,,0.6483930349349976
671.png,44.559,"a yellow wall with 'Hello, world.' written on it",a yellow and blue sign on the side of a building,43.479,0.5498,a yellow and blue sign on the ,-0.235928386,0.32987999999999995,0.515420854,,0.6282326579093933
672.png,53.657,a store front with 'Grassy Meadow' written on it,a restaurant sign on the side of a building,67.425,0.295,a restaurant sign on the side of a building ,0.396275848,0.177,0.660118163,,0.7241732478141785
673.png,51.298,a store front with 'Grassy Meadow' written on it,a building with a sign on the front of it,60.704,0.3866,a building with a sign on the front ,0.375877619,0.23196,0.617931366,,0.6209192872047424
674.png,47.971,a store front with 'Grassy Meadow' written on it,a sign on the side of a building,64.082,0.2599,a sign on the side of a building ,0.042651296,0.15594,0.588813663,,0.704441487789154
675.png,46.614,a store front with 'Grassy Meadow' written on it,a sign on the side of a building,54.31,0.2599,a sign on the side of a building ,-0.419270247,0.15594,0.520331919,,0.6584911942481995
676.png,51.44,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a sign that is on the side of a mountain,64.668,0.5409,a sign that is on the ,0.389066398,0.37863,0.69467926,,0.7204570770263672
677.png,48.484,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a green sign on a metal pole on a hillside,61.182,0.5739,a green sign ,0.403053731,0.5739,0.701601744,,0.7315580248832703
678.png,44.726,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a sign that is on the side of a mountain,55.752,0.5409,a sign that is on the ,0.483586937,0.32454,0.645518422,,0.6937935948371887
679.png,53.116,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a sign on the side of a mountain,63.585,0.5089,a sign on the side of ,0.470463693,0.30534,0.673891664,,0.7379197478294373
680.png,51.616,Four cats surrounding a dog,a dog and a cat laying on the ground,56.334,0.5999,a dog and a cat ,1.135735512,0.35994,0.618224978,,0.6839180588722229
681.png,58.063,Four cats surrounding a dog,cats and a dog laying on the ground,59.657,0.6486,cats and a dog ,0.895858347,0.4540199999999999,0.613885581,,0.6103209853172302
682.png,41.771,Four cats surrounding a dog,a dog and a cat laying on the floor,50.435,0.5999,a dog and a cat ,0.439922929,0.35994,0.5930264,,0.5587455630302429
683.png,53.89,Four cats surrounding a dog,two cats and a dog are playing together,54.961,0.7382,two cats and a dog are ,0.006743956,0.7382,0.610092342,,0.6070368885993958
684.png,56.183,three children on a couch,three girls sitting on a couch smiling,54.487,0.6801,three girls sitting on a couch ,1.434983611,0.40806000000000003,0.692230701,,0.7939565777778625
685.png,55.376,three children on a couch,three young girls sitting on a couch,51.015,0.6651,three young girls sitting on a couch ,1.367357969,0.39906,0.647222281,,0.7664274573326111
686.png,58.171,three children on a couch,three young girls sitting on a couch with a dog,54.106,0.7958,three young girls sitting on a couch with ,1.421650887,0.47747999999999996,0.647816777,,0.7659077644348145
687.png,57.774,three children on a couch,a family sitting on a couch,56.113,0.4551,a family sitting on a couch ,1.627384424,0.27305999999999997,0.68554014,,0.783795952796936
688.png,55.498,two motorcycles facing each other,motorcycles parked next to each other,56.871,0.6865,motorcycles parked next to each other ,0.591466844,0.4119,0.619154513,,0.5615618824958801
689.png,56.709,two motorcycles facing each other,a red motorcycle parked on the side of the road,57.409,0.5153,a red motorcycle ,0.262468487,0.30917999999999995,0.636316895,,0.6537801027297974
690.png,56.192,two motorcycles facing each other,motorcycles parked next to each other,58.527,0.6865,motorcycles parked next to each other ,1.105375409,0.4119,0.649588346,,0.6579954028129578
691.png,62.989,two motorcycles facing each other,motorcycles parked next to each other,56.359,0.6865,motorcycles parked next to each other ,0.177797526,0.4119,0.639862061,,0.713930070400238
692.png,53.768,two red balls on a table,a red and white christmas tree with a pair of scissors,57.721,0.4551,a red and ,1.75443399,0.27305999999999997,0.576913536,,0.5287038683891296
693.png,48.566,two red balls on a table,a red apple sitting on top of a table,48.607,0.4195,a red ,1.608553648,0.2517,0.553079009,,0.4733390212059021
694.png,58.824,two red balls on a table,a red apple sitting on top of a wooden table,61.543,0.413,a red ,0.748901248,0.24779999999999996,0.655877471,,0.5522484183311462
695.png,50.998,two red balls on a table,two oranges sitting on top of a wooden table,54.137,0.399,two oranges sitting on top of a wooden table ,1.873766899,0.2394,0.613398671,,0.6617103219032288
696.png,52.659,ten red apples,a pile of apples sitting on top of each other,64.64,0.594,a pile of apples ,0.698405445,0.3564,0.672549367,,0.6679527759552002
697.png,55.665,ten red apples,a pile of apples sitting on top of each other,65.414,0.594,a pile of apples ,0.263926685,0.3564,0.641580939,,0.6926190257072449
698.png,50.561,ten red apples,a pile of apples sitting on top of each other,60.175,0.594,a pile of apples ,0.688964009,0.3564,0.635429919,,0.6720086932182312
699.png,55.249,ten red apples,a pile of apples sitting on top of each other,67.176,0.594,a pile of apples ,0.885169923,0.3564,0.684762359,,0.6974483728408813
700.png,65.106,three green peppers,a pile of green and yellow peppers on top of each other,64.165,0.7336,a pile of green and yellow peppers ,0.824572921,0.51352,0.639935732,,0.7431275248527527
701.png,66.695,three green peppers,two green and yellow peppers on a white surface,63.209,0.8085,two green and yellow peppers ,0.379287422,0.8085,0.645719171,,0.7413886785507202
702.png,63.661,three green peppers,two green and white close up of a green and white pepper,61.69,0.5897,two green and white close up of a green and white pepper ,1.118483186,0.35381999999999997,0.679876268,,0.7477260231971741
703.png,66.595,three green peppers,a pile of green peppers on top of each other,59.305,0.7827,a pile of green peppers ,1.163610578,0.62616,0.631509304,,0.7368468642234802
704.png,69.33,three small yellow boxes,two yellow boxes sitting on top of each other,59.56,0.8015,two yellow boxes ,1.695264697,0.8015,0.615018487,,0.727423369884491
705.png,64.219,three small yellow boxes,a row of yellow boxes stacked on top of each other,49.846,0.7534,a row of yellow boxes ,1.138009548,0.52738,0.585012436,,0.5098658204078674
706.png,68.16,three small yellow boxes,a row of yellow boxes stacked on top of each other,67.035,0.7534,a row of yellow boxes ,1.747034073,0.45203999999999994,0.635935545,,0.7437594532966614
707.png,62.774,three small yellow boxes,a yellow box sitting on top of a wooden table,58.623,0.7385,a yellow box ,1.270425677,0.4431,0.608519435,,0.6259360909461975
708.png,69.752,two pianos next to each other,a person standing in front of a piano,68.662,0.237,a person standing in front of a piano ,0.526010871,0.1422,0.698601246,,0.5099411010742188
709.png,63.992,two pianos next to each other,a piano with a piano keys on top of it,57.7,0.6868,a piano with a piano ,0.298286557,0.6868,0.573361635,,0.4404057562351227
